create,"Mac mini (2018)",Mac デスクトップ,"3 GHz 6コアIntel Core i5 | 8 GB 2667 MHz DDR4",https://support.apple.com/kb/SP782?locale=ja_JP
create,"Adobe Creative Cloud",アプリとサービス,"すべての人に「つくる力」を",https://www.adobe.com/jp/
